LCSC,Type,MPN,Manufacturer,Category,Subcategory,Package,Description,Stock,Unit_Price,Process,Min_Qty
C2286,Basic,KT-0603R,Hubei KENTO Elec,,,0603,-40℃~+85℃ 1.8V~2.4V 120° 20mA 300mcd 40mW 615nm~630nm 645nm Discrete Diode Red Water Clear 0603 LED Indication - Discret,6077899,$0.0060,SMT,20
C2290,Basic,KT-0603W,Hubei KENTO Elec,,,0603,-40℃~+85℃ 100mW 120° 2.6V~3.1V 360mcd 5mA Discrete Diode Top-mount White Yellow Lens 0603 LED Indication - Discrete ROHS,2500038,$0.0109,SMT,20
C2296,Basic,KT-0805Y,Hubei KENTO Elec,,,0805,-40℃~+85℃ 1.8V~2.4V 120° 175mcd 40mW 584nm~594nm 596nm Discrete Diode Water Clear Yellow 0805 LED Indication - Discrete ,767876,$0.0138,SMT,20
C34499,Basic,KT-0805W,Hubei KENTO Elec,,,0805,-30℃~+85℃ 120° 13172K~100000K 2.6V~3.2V 25mA 350mcd 80mW Discrete Diode Top-mount White Yellow Lens 0805 LED Indication ,450581,$0.0182,SMT,20
C109227,Basic,LTV-817S-TA1-C,Lite-On,,,SMD-4P,"-30℃~+110℃ 1 1.2V 100mV@1mA,20mA 35V 3us 4us@2mA,100Ω 50% 50mA 50mA 5kV 600% 6V DC Phototransistor SMD-4P Transistor, Ph",269878,$0.0587,SMT,2
C109227,Basic,LTV-817S-TA1-C,Lite-On,,,SMD-4P,"-30℃~+110℃ 1 1.2V 100mV@1mA,20mA 35V 3us 4us@2mA,100Ω 50% 50mA 50mA 5kV 600% 6V DC Phototransistor SMD-4P Transistor, Ph",269878,$0.0587,SMT,5
C115450,Basic,LTV-217-B-G,Lite-On,,,SOP-4-175mil,"-55℃~+110℃ 1 1.2V 200mW 2us 3.75kV 3us 400mV@8mA,2.4mA 50% 50mA 50mA 600% 6V 70V DC Phototransistor SOP-4-175mil Transis",418418,$0.0639,SMT,5
C1523,Basic,0402B102K500NT,FH(Guangdong Fenghua Advanced Tech),Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0402,1nF 50V X7R ±10% 0402 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,5304934,$0.0011,SMT,20
C1525,Basic,CL05B104KO5NNNC,Samsung Electro-Mechanics,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0402,100nF 16V X7R ±10% 0402 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,43509060,$0.0012,SMT,20
C1530,Basic,0402B221K500NT,FH(Guangdong Fenghua Advanced Tech),Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0402,220pF 50V X7R ±10% 0402 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,1017701,$0.0010,SMT,20
C1532,Basic,0402B223K500NT,FH(Guangdong Fenghua Advanced Tech),Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0402,22nF 50V X7R ±10% 0402 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,907498,$0.0017,SMT,20
C1538,Basic,0402B472K500NT,FH(Guangdong Fenghua Advanced Tech),Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0402,4.7nF 50V X7R ±10% 0402 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,1389574,$0.0011,SMT,20
C1546,Basic,0402CG101J500NT,FH(Guangdong Fenghua Advanced Tech),Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0402,100pF 50V C0G ±5% 0402 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,5042547,$0.0011,SMT,20
C1547,Basic,0402CG120J500NT,FH(Guangdong Fenghua Advanced Tech),Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0402,12pF 50V C0G ±5% 0402 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,990974,$0.0011,SMT,20
C1548,Basic,0402CG150J500NT,FH(Guangdong Fenghua Advanced Tech),Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0402,15pF 50V C0G ±5% 0402 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,1346661,$0.0010,SMT,20
C1549,Basic,0402CG180J500NT,FH(Guangdong Fenghua Advanced Tech),Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0402,18pF 50V C0G ±5% 0402 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,1556275,$0.0011,SMT,20
C1554,Basic,0402CG200J500NT,FH(Guangdong Fenghua Advanced Tech),Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0402,20pF 50V C0G ±5% 0402 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,1309167,$0.0011,SMT,20
C1555,Basic,0402CG220J500NT,FH(Guangdong Fenghua Advanced Tech),Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0402,22pF 50V C0G ±5% 0402 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,445841,$0.0011,SMT,20
C1562,Basic,0402CG330J500NT,FH(Guangdong Fenghua Advanced Tech),Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0402,33pF 50V C0G ±5% 0402 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,791476,$0.0011,SMT,20
C1567,Basic,0402CG470J500NT,FH(Guangdong Fenghua Advanced Tech),Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0402,47pF 50V C0G ±5% 0402 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,890588,$0.0010,SMT,20
C12530,Basic,CL05A225MQ5NSNC,Samsung Electro-Mechanics,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0402,2.2uF 6.3V X5R ±20% 0402 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,3231627,$0.0025,SMT,20
C15195,Basic,CL05B103KB5NNNC,Samsung Electro-Mechanics,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0402,10nF 50V X7R ±10% 0402 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,10195909,$0.0013,SMT,20
C15525,Basic,CL05A106MQ5NUNC,Samsung Electro-Mechanics,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0402,10uF 6.3V X5R ±20% 0402 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,11349426,$0.0060,SMT,20
C16772,Basic,CL05B224KO5NNNC,Samsung Electro-Mechanics,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0402,16V 220nF X7R ±10% 0402 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,4059470,$0.0038,SMT,20
C23733,Basic,CL05A475MP5NRNC,Samsung Electro-Mechanics,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0402,10V 4.7uF X5R ±20% 0402 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,3017955,$0.0052,SMT,20
C32949,Basic,CL05C100JB5NNNC,Samsung Electro-Mechanics,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0402,10pF 50V C0G ±5% 0402 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,1571686,$0.0041,SMT,20
C52923,Basic,CL05A105KA5NQNC,Samsung Electro-Mechanics,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0402,1uF 25V X5R ±10% 0402 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,12549584,$0.0037,SMT,20
C307331,Basic,CL05B104KB54PNC,Samsung Electro-Mechanics,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0402,100nF 50V X7R ±10% 0402 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,30579472,$0.0040,SMT,20
C1588,Basic,CL10B102KB8NNNC,Samsung Electro-Mechanics,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0603,1nF 50V X7R ±10% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,15568229,$0.0028,SMT,20
C1594,Basic,0603B151K500NT,FH(Guangdong Fenghua Advanced Tech),Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0603,150pF 50V X7R ±10% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,457309,$0.0026,SMT,20
C1603,Basic,CL10B221KB8NNNC,Samsung Electro-Mechanics,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0603,220pF 50V X7R ±10% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,2203428,$0.0049,SMT,20
C1604,Basic,0603B222K500NT,FH(Guangdong Fenghua Advanced Tech),Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0603,2.2nF 50V X7R ±10% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,795434,$0.0027,SMT,20
C1613,Basic,CL10B332KB8NNNC,Samsung Electro-Mechanics,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0603,3.3nF 50V X7R ±10% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,430308,$0.0051,SMT,20
C1620,Basic,0603B471K500NT,FH(Guangdong Fenghua Advanced Tech),Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0603,470pF 50V X7R ±10% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,1061152,$0.0027,SMT,20
C1622,Basic,CL10B473KB8NNNC,Samsung Electro-Mechanics,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0603,47nF 50V X7R ±10% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,2238609,$0.0049,SMT,20
C1623,Basic,CL10B474KA8NNNC,Samsung Electro-Mechanics,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0603,25V 470nF X7R ±10% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,3638152,$0.0071,SMT,20
C1631,Basic,0603B682K500NT,FH(Guangdong Fenghua Advanced Tech),Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0603,50V 6.8nF X7R ±10% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,491854,$0.0032,SMT,20
C1634,Basic,CL10C100JB8NNNC,Samsung Electro-Mechanics,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0603,10pF 50V C0G ±5% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,2204647,$0.0045,SMT,20
C1644,Basic,CL10C150JB8NNNC,Samsung Electro-Mechanics,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0603,15pF 50V C0G ±5% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,1857047,$0.0049,SMT,20
C1647,Basic,CL10C180JB8NNNC,Samsung Electro-Mechanics,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0603,18pF 50V C0G ±5% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,651661,$0.0047,SMT,20
C1648,Basic,CL10C200JB8NNNC,Samsung Electro-Mechanics,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0603,20pF 50V C0G ±5% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,4688560,$0.0050,SMT,20
C1653,Basic,CL10C220JB8NNNC,Samsung Electro-Mechanics,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0603,22pF 50V C0G ±5% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,4013700,$0.0040,SMT,20
C1658,Basic,0603CG300J500NT,FH(Guangdong Fenghua Advanced Tech),Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0603,30pF 50V C0G ±5% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,520228,$0.0031,SMT,20
C1663,Basic,CL10C330JB8NNNC,Samsung Electro-Mechanics,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0603,33pF 50V C0G ±5% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,2808576,$0.0048,SMT,20
C1664,Basic,CL10C331JB8NNNC,Samsung Electro-Mechanics,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0603,330pF 50V C0G ±5% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,1575592,$0.0058,SMT,20
C1671,Basic,CL10C470JB8NNNC,Samsung Electro-Mechanics,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0603,47pF 50V C0G ±5% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,997051,$0.0037,SMT,20
C14663,Basic,CC0603KRX7R9BB104,YAGEO,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0603,100nF 50V X7R ±10% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,37493696,$0.0026,SMT,20
C14858,Basic,CL10C101JB8NNNC,Samsung Electro-Mechanics,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0603,100pF 50V C0G ±5% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,6208356,$0.0037,SMT,20
C15849,Basic,CL10A105KB8NNNC,Samsung Electro-Mechanics,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0603,1uF 50V X5R ±10% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,7169422,$0.0071,SMT,20
C19666,Basic,CL10A475KO8NNNC,Samsung Electro-Mechanics,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0603,16V 4.7uF X5R ±10% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,5643370,$0.0096,SMT,20
C19702,Basic,CL10A106KP8NNNC,Samsung Electro-Mechanics,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0603,10V 10uF X5R ±10% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,6062779,$0.0073,SMT,20
C21117,Basic,CL10B333KB8NNNC,Samsung Electro-Mechanics,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0603,33nF 50V X7R ±10% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,2122286,$0.0034,SMT,20
C21120,Basic,CL10B224KA8NNNC,Samsung Electro-Mechanics,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0603,220nF 25V X7R ±10% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,2602535,$0.0069,SMT,20
C21122,Basic,CL10B223KB8NNNC,Samsung Electro-Mechanics,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0603,22nF 50V X7R ±10% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,1647364,$0.0039,SMT,20
C23630,Basic,CL10A225KO8NNNC,Samsung Electro-Mechanics,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0603,16V 2.2uF X5R ±10% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,4599924,$0.0057,SMT,20
C38523,Basic,CL10C120JB8NNNC,Samsung Electro-Mechanics,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0603,12pF 50V C0G ±5% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,3346489,$0.0046,SMT,20
C53987,Basic,0603B472K500NT,FH(Guangdong Fenghua Advanced Tech),Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0603,4.7nF 50V X7R ±10% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,296383,$0.0028,SMT,20
C57112,Basic,0603B103K500NT,FH(Guangdong Fenghua Advanced Tech),Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0603,10nF 50V X7R ±10% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,2223405,$0.0025,SMT,20
C59461,Basic,CL10A226MQ8NRNC,Samsung Electro-Mechanics,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0603,22uF 6.3V X5R ±20% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,19334991,$0.0088,SMT,20
C96446,Basic,CL10A106MA8NRNC,Samsung Electro-Mechanics,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0603,10uF 25V X5R ±20% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,3475471,$0.0167,SMT,20
C1322360,Basic,0603B822K500NT,FH(Guangdong Fenghua Advanced Tech),Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0603,50V 8.2nF X7R ±10% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,132542,$0.0031,SMT,20
C1710,Basic,CL21B103KBANNNC,Samsung Electro-Mechanics,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0805,10nF 50V X7R ±10% 0805 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,4601013,$0.0061,SMT,20
C1729,Basic,CL21B223KBANNNC,Samsung Electro-Mechanics,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0805,22nF 50V X7R ±10% 0805 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,1204730,$0.0073,SMT,20
C1739,Basic,0805B333K500NT,FH(Guangdong Fenghua Advanced Tech),Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0805,33nF 50V X7R ±10% 0805 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,136296,$0.0077,SMT,20
C1743,Basic,0805B471K500NT,FH(Guangdong Fenghua Advanced Tech),Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0805,470pF 50V X7R ±10% 0805 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,636306,$0.0046,SMT,20
C1744,Basic,0805B472K500NT,FH(Guangdong Fenghua Advanced Tech),Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0805,4.7nF 50V X7R ±10% 0805 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,555399,$0.0049,SMT,20
C1779,Basic,CL21A475KAQNNNE,Samsung Electro-Mechanics,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0805,25V 4.7uF X5R ±10% 0805 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,4715349,$0.0135,SMT,20
C1790,Basic,CL21C101JBANNNC,Samsung Electro-Mechanics,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0805,100pF 50V C0G ±5% 0805 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,1466783,$0.0079,SMT,20
C1798,Basic,CL21C200JBANNNC,Samsung Electro-Mechanics,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0805,20pF 50V C0G ±5% 0805 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,464558,$0.0138,SMT,20
C1804,Basic,CL21C220JBANNNC,Samsung Electro-Mechanics,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0805,22pF 50V C0G ±5% 0805 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,1168930,$0.0090,SMT,20
C5378,Basic,CL21B224KBFNNNE,Samsung Electro-Mechanics,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0805,220nF 50V X7R ±10% 0805 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,1014001,$0.0108,SMT,20
C13967,Basic,CL21B474KBFNNNE,Samsung Electro-Mechanics,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0805,470nF 50V X7R ±10% 0805 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,472768,$0.0133,SMT,20
C14857,Basic,CL21C470JBANNNC,Samsung Electro-Mechanics,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0805,47pF 50V C0G ±5% 0805 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,271279,$0.0110,SMT,20
C15850,Basic,CL21A106KAYNNNE,Samsung Electro-Mechanics,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0805,10uF 25V X5R ±10% 0805 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,4567438,$0.0199,SMT,20
C16780,Basic,CL21A476MQYNNNE,Samsung Electro-Mechanics,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0805,47uF 6.3V X5R ±20% 0805 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,2324814,$0.0353,SMT,5
C28233,Basic,CL21B104KCFNNNE,Samsung Electro-Mechanics,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0805,100V 100nF X7R ±10% 0805 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,3222467,$0.0089,SMT,20
C28260,Basic,CL21C222JBFNNNE,Samsung Electro-Mechanics,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0805,2.2nF 50V C0G ±5% 0805 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,428070,$0.0310,SMT,5
C28323,Basic,CL21B105KBFNNNE,Samsung Electro-Mechanics,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0805,1uF 50V X7R ±10% 0805 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,2817939,$0.0128,SMT,20
C45783,Basic,CL21A226MAQNNNE,Samsung Electro-Mechanics,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0805,22uF 25V X5R ±20% 0805 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,2574887,$0.0295,SMT,20
C46653,Basic,CL21B102KBCNNNC,Samsung Electro-Mechanics,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0805,1nF 50V X7R ±10% 0805 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,1709912,$0.0083,SMT,20
C49678,Basic,CC0805KRX7R9BB104,YAGEO,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0805,100nF 50V X7R ±10% 0805 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,14185016,$0.0047,SMT,20
C53134,Basic,CL21B473KBCNNNC,Samsung Electro-Mechanics,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0805,47nF 50V X7R ±10% 0805 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,155469,$0.0116,SMT,20
C107145,Basic,CC0805KRX7R9BB221,YAGEO,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0805,220pF 50V X7R ±10% 0805 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,231118,$0.0055,SMT,20
C377773,Basic,CL21A225KBQNNNE,Samsung Electro-Mechanics,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0805,2.2uF 50V X5R ±10% 0805 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,2500000,$0.0164,SMT,20
C440198,Basic,GRM21BR61H106KE43L,Murata Electronics,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,0805,10uF 50V X5R ±10% 0805 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,1940473,$0.0670,SMT,5
C1846,Basic,1206B103K500NT,FH(Guangdong Fenghua Advanced Tech),Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,1206,10nF 50V X7R ±10% 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,609369,$0.0125,SMT,20
C1848,Basic,CL31B105KBHNNNE,Samsung Electro-Mechanics,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,1206,1uF 50V X7R ±10% 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,1077527,$0.0259,SMT,15
C9196,Basic,1206B102K202NT,FH(Guangdong Fenghua Advanced Tech),Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,1206,1nF 2kV X7R ±10% 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,3193587,$0.0091,SMT,20
C12891,Basic,CL31A226KAHNNNE,Samsung Electro-Mechanics,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,1206,22uF 25V X5R ±10% 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,827092,$0.0521,SMT,5
C13585,Basic,CL31A106KBHNNNE,Samsung Electro-Mechanics,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,1206,10uF 50V X5R ±10% 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,1900877,$0.0575,SMT,5
C15008,Basic,CL31A107MQHNNNE,Samsung Electro-Mechanics,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,1206,100uF 6.3V X5R ±20% 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,1652143,$0.0570,SMT,5
C24497,Basic,CL31B104KBCNNNC,Samsung Electro-Mechanics,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,1206,100nF 50V X7R ±10% 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,2943559,$0.0143,SMT,15
C29823,Basic,1206B475K500NT,FH(Guangdong Fenghua Advanced Tech),Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,1206,4.7uF 50V X7R ±10% 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,575207,$0.0356,SMT,5
C50254,Basic,CL31B225KBHNNNE,Samsung Electro-Mechanics,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,1206,2.2uF 50V X7R ±10% 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,514409,$0.0299,SMT,5
C96123,Basic,CL31A476MPHNNNE,Samsung Electro-Mechanics,Capacitors,Multilayer Ceramic Capacitors MLCC - SMD/SMT,1206,10V 47uF X5R ±20% 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,312192,$0.0776,SMT,5
C7171,Basic,TAJA106K016RNJ,AVX,Capacitors,Tantalum Capacitors,CASE-A-3216-18(mm),-55℃~+125℃ 10uF 16V 3Ω@100kHz ±10% CASE-A-3216-18(mm) Tantalum Capacitors ROHS,930249,$0.1216,SMT,5
C16133,Basic,TAJB107K006RNJ,AVX,Capacitors,Tantalum Capacitors,CASE-B-3528-21(mm),-55℃~+125℃ 1.7Ω@100kHz 100uF 6.3V ±10% CASE-B-3528-21(mm) Tantalum Capacitors ROHS,332793,$0.1870,SMT,5
C8963,Basic,SP3485EN-L/TR,MaxLinear,Communication Interface Chip/UART/485/232,RS-485/RS-422 ICs,SOIC-8,-40℃~+85℃ 1 1 10Mbps 2mA 3.3V 32 Half-Duplex Transceiver SOIC-8 RS-485 / RS-422 ICs ROHS,172770,$0.2698,SMT,1
C13482,Basic,SP3232EEY-L/TR,MaxLinear,Communication Interface Chip/UART/485/232,RS232 ICs,TSSOP-16,-40℃~+85℃ 2 2 235Kbps 3V~5.5V Transceiver Yes ±15kV TSSOP-16 RS232 ICs ROHS,161895,$0.2670,SMT,5
C12674,Basic,X49SM8MSD2SC,Yangxing Tech,"Crystals, Oscillators, Resonators",Crystals,HC-49S-SMD,-20℃~+70℃ 20pF 8MHz Crystal Oscillator ±20ppm ±30ppm HC-49S-SMD Crystals ROHS,375706,$0.0853,SMT,2
C32346,Basic,Q13FC13500004,Seiko Epson,"Crystals, Oscillators, Resonators",Crystals,SMD3215-2P,-40℃~+85℃ 12.5pF 32.768kHz 70kΩ Crystal Oscillator ±20ppm SMD3215-2P Crystals ROHS,614447,$0.1649,SMT,5
